TRAIN SET
a   b   c   d   e   f   g   |   x
0.0	0.0	0.0	0.0	0.0	0.0	0.0	|	0.0
0.0	0.0	0.0	0.0	0.0	0.0	1.0	|	1.0
0.0	0.0	0.0	0.0	0.0	1.0	0.0	|	1.0
0.0	0.0	0.0	0.0	0.0	1.0	1.0	|	1.0
0.0	0.0	0.0	0.0	1.0	0.0	0.0	|	1.0
0.0	0.0	0.0	0.0	1.0	0.0	1.0	|	1.0
0.0	0.0	0.0	0.0	1.0	1.0	0.0	|	1.0
0.0	0.0	0.0	0.0	1.0	1.0	1.0	|	1.0
0.0	0.0	0.0	1.0	0.0	0.0	0.0	|	1.0
0.0	0.0	0.0	1.0	0.0	0.0	1.0	|	0.0
0.0	0.0	0.0	1.0	0.0	1.0	0.0	|	0.0
0.0	0.0	0.0	1.0	0.0	1.0	1.0	|	0.0
0.0	0.0	0.0	1.0	1.0	0.0	0.0	|	0.0
0.0	0.0	0.0	1.0	1.0	0.0	1.0	|	0.0
0.0	0.0	0.0	1.0	1.0	1.0	0.0	|	0.0
0.0	0.0	0.0	1.0	1.0	1.0	1.0	|	0.0
0.0	0.0	1.0	0.0	0.0	0.0	0.0	|	1.0
0.0	0.0	1.0	0.0	0.0	0.0	1.0	|	0.0
0.0	0.0	1.0	0.0	0.0	1.0	0.0	|	0.0
0.0	0.0	1.0	0.0	0.0	1.0	1.0	|	0.0
0.0	0.0	1.0	0.0	1.0	0.0	0.0	|	0.0
0.0	0.0	1.0	0.0	1.0	0.0	1.0	|	0.0
0.0	0.0	1.0	0.0	1.0	1.0	0.0	|	0.0
0.0	0.0	1.0	0.0	1.0	1.0	1.0	|	0.0
0.0	0.0	1.0	1.0	0.0	0.0	0.0	|	1.0
0.0	0.0	1.0	1.0	0.0	0.0	1.0	|	0.0
0.0	0.0	1.0	1.0	0.0	1.0	0.0	|	0.0
0.0	0.0	1.0	1.0	0.0	1.0	1.0	|	0.0
0.0	0.0	1.0	1.0	1.0	0.0	0.0	|	0.0
0.0	0.0	1.0	1.0	1.0	0.0	1.0	|	0.0
0.0	0.0	1.0	1.0	1.0	1.0	0.0	|	0.0
0.0	0.0	1.0	1.0	1.0	1.0	1.0	|	0.0
0.0	1.0	0.0	0.0	0.0	0.0	0.0	|	0.0
0.0	1.0	0.0	0.0	0.0	0.0	1.0	|	1.0
0.0	1.0	0.0	0.0	0.0	1.0	0.0	|	1.0
0.0	1.0	0.0	0.0	0.0	1.0	1.0	|	1.0
0.0	1.0	0.0	0.0	1.0	0.0	0.0	|	1.0
0.0	1.0	0.0	0.0	1.0	0.0	1.0	|	1.0
0.0	1.0	0.0	0.0	1.0	1.0	0.0	|	1.0
0.0	1.0	0.0	0.0	1.0	1.0	1.0	|	1.0
0.0	1.0	0.0	1.0	0.0	0.0	0.0	|	1.0
0.0	1.0	0.0	1.0	0.0	0.0	1.0	|	0.0
0.0	1.0	0.0	1.0	0.0	1.0	0.0	|	0.0
0.0	1.0	0.0	1.0	0.0	1.0	1.0	|	0.0
0.0	1.0	0.0	1.0	1.0	0.0	0.0	|	0.0
0.0	1.0	0.0	1.0	1.0	0.0	1.0	|	0.0
0.0	1.0	0.0	1.0	1.0	1.0	0.0	|	0.0
0.0	1.0	0.0	1.0	1.0	1.0	1.0	|	0.0
0.0	1.0	1.0	0.0	0.0	0.0	0.0	|	1.0
0.0	1.0	1.0	0.0	0.0	0.0	1.0	|	0.0
0.0	1.0	1.0	0.0	0.0	1.0	0.0	|	0.0
0.0	1.0	1.0	0.0	0.0	1.0	1.0	|	0.0
0.0	1.0	1.0	0.0	1.0	0.0	0.0	|	0.0
0.0	1.0	1.0	0.0	1.0	0.0	1.0	|	0.0
0.0	1.0	1.0	0.0	1.0	1.0	0.0	|	0.0
0.0	1.0	1.0	0.0	1.0	1.0	1.0	|	0.0
0.0	1.0	1.0	1.0	0.0	0.0	0.0	|	1.0
0.0	1.0	1.0	1.0	0.0	0.0	1.0	|	0.0
0.0	1.0	1.0	1.0	0.0	1.0	0.0	|	0.0
0.0	1.0	1.0	1.0	0.0	1.0	1.0	|	0.0
0.0	1.0	1.0	1.0	1.0	0.0	0.0	|	0.0
0.0	1.0	1.0	1.0	1.0	0.0	1.0	|	0.0
0.0	1.0	1.0	1.0	1.0	1.0	0.0	|	0.0
0.0	1.0	1.0	1.0	1.0	1.0	1.0	|	0.0
1.0	0.0	0.0	0.0	0.0	0.0	0.0	|	0.0
1.0	0.0	0.0	0.0	0.0	0.0	1.0	|	1.0
1.0	0.0	0.0	0.0	0.0	1.0	0.0	|	1.0
1.0	0.0	0.0	0.0	0.0	1.0	1.0	|	1.0
1.0	0.0	0.0	0.0	1.0	0.0	0.0	|	1.0
1.0	0.0	0.0	0.0	1.0	0.0	1.0	|	1.0
1.0	0.0	0.0	0.0	1.0	1.0	0.0	|	1.0
1.0	0.0	0.0	0.0	1.0	1.0	1.0	|	1.0
1.0	0.0	0.0	1.0	0.0	0.0	0.0	|	1.0
1.0	0.0	0.0	1.0	0.0	0.0	1.0	|	0.0
1.0	0.0	0.0	1.0	0.0	1.0	0.0	|	0.0
1.0	0.0	0.0	1.0	0.0	1.0	1.0	|	0.0
1.0	0.0	0.0	1.0	1.0	0.0	0.0	|	0.0
1.0	0.0	0.0	1.0	1.0	0.0	1.0	|	0.0
1.0	0.0	0.0	1.0	1.0	1.0	0.0	|	0.0
1.0	0.0	0.0	1.0	1.0	1.0	1.0	|	0.0
1.0	0.0	1.0	0.0	0.0	0.0	0.0	|	1.0
1.0	0.0	1.0	0.0	0.0	0.0	1.0	|	0.0
1.0	0.0	1.0	0.0	0.0	1.0	0.0	|	0.0
1.0	0.0	1.0	0.0	0.0	1.0	1.0	|	0.0
